Experiment ID,ts,drug concentration (uM),spheroIndex,Area (um2),Perimeter (um),Solidity,Equivalent Diameter (um),Circularity,Mean grey value,Homogeneity,Energy,Correlation,UniqueIdentifier,2 classes encoded,Growth1-0,Growth2-1,Growth2-0,Grey1-0,Grey2-1,Grey2-0
1305,0,5.0,2,14501.3602,671.9671417259999,0.755327982,135.88121746299998,0.403573396,734.5465611,0.969122453,0.932492467,0.891260225,"(1305_B, 2, 5.0)",,,,,,,
1305,0,5.0,4,13799.9386,528.063780974,0.886953552,132.5542437622,0.621890977,704.0875636,0.974039408,0.936700068,0.906974509,"(1305_B, 4, 5.0)",,,,,,,
1305,0,5.0,5,19639.8048,744.941510508,0.79500968,158.13341240719998,0.444736404,551.3416006,0.960794132,0.91020437,0.920075252,"(1305_B, 5, 5.0)",,,,,,,
1305,0,5.0,6,18444.1998,707.267814724,0.834375,153.24452537119998,0.463342237,655.938933,0.963895858,0.915642522,0.926053212,"(1305_B, 6, 5.0)",,,,,,,
1305,0,5.0,7,13810.5662,768.648486744,0.648614924,132.605275248,0.293741829,649.2620228,0.969295658,0.934407255,0.889934069,"(1305_B, 7, 5.0)",,,,,,,
1305,0,5.0,8,17636.5022,942.451175802,0.622468117,149.8515666624,0.249519562,671.7555528,0.963865583,0.916792385,0.909797009,"(1305_B, 8, 5.0)",,,,,,,
1305,0,5.0,9,13741.4868,664.1927726179999,0.731541726,132.27321875479998,0.391431073,603.6871048,0.971001361,0.935343709,0.90593453,"(1305_B, 9, 5.0)",,,,,,,
1305,0,5.0,10,15043.367799999998,579.1051259919999,0.876742025,138.39729322179997,0.563689726,614.675244,0.971975138,0.931190245,0.917699506,"(1305_B, 10, 5.0)",,,,,,,
1305,0,5.0,11,11174.9214,488.943780974,0.855573637,119.2826552204,0.587403443,647.7805994,0.977919099,0.948076431,0.900997235,"(1305_B, 11, 5.0)",,,,,,,
1305,0,5.0,12,10048.395799999998,553.025125014,0.7625,113.1106312064,0.41287337,598.6988436,0.978719799,0.952181806,0.8867521,"(1305_B, 12, 5.0)",,,,,,,
1305,0,5.0,13,11429.9838,497.701091916,0.854588796,120.6362605866,0.579853512,481.8055379,0.97668406,0.946791665,0.904722955,"(1305_B, 13, 5.0)",,,,,,,
1305,0,5.0,14,14081.57,604.39411731,0.831242158,133.9000066442,0.484418238,544.6568611,0.97123032,0.934878357,0.910815582,"(1305_B, 14, 5.0)",,,,,,,
1305,0,5.0,16,12014.5018,642.531175802,0.727945911,123.6824110414,0.365701904,394.2576188,0.973830751,0.94303066,0.903243053,"(1305_B, 16, 5.0)",,,,,,,
